,Unnamed: 0,mar_diminutif,prod_code,prod_id,com_bud_annee,lieu,unite,typeP,com_prod_quantite,com_prod_montant_ht,quantite_constate
2045,5969,Vidéo,VI P 107,159968,2023,Landy,PCTT Ouest,Preventif,1.0,4747.78,1.0
2046,5970,Vidéo,VI P 202,159970,2023,Thiais,PCTT Est,Preventif,2.0,7432.1,2.0
2047,5971,Vidéo,VI P 105,159974,2023,Nogent,PCTT Est,Preventif,1.0,6013.86,1.0
2048,5975,Vidéo,VI P 121,159992,2023,Nanterre / La Défense,PCTT Ouest,Preventif,1.0,3692.72,1.0
2049,5999,Vidéo,VI P 600,273785,2023,Boissy-Saint-Léger,PCTT Est,Preventif,1.0,1774.13,1.0
2050,6000,Vidéo,VI P 601,273787,2023,Boissy-Saint-Léger,PCTT Est,Preventif,1.0,3168.09,1.0
2051,6001,Vidéo,VI P 603,273789,2023,Nanterre / La Défense,PCTT Ouest,Preventif,1.0,1013.79,1.0
2053,6003,Vidéo,VI P 700,273793,2023,Boissy-Saint-Léger,PCTT Est,Preventif,1.0,236.22,1.0
2054,6004,Vidéo,VI P 701,273795,2023,Nanterre / La Défense,PCTT Ouest,Preventif,2.0,118.12,2.0
2055,6005,Vidéo,VI P 602,273797,2023,Nanterre / La Défense,PCTT Ouest,Preventif,1.0,1393.96,1.0
2056,6006,Vidéo,VI P 245,273799,2023,Boissy-Saint-Léger,PCTT Est,Preventif,3.0,3320.73,3.0
2057,6007,Vidéo,VI P 248,273801,2023,Nanterre / La Défense,PCTT Ouest,Preventif,3.0,1897.56,3.0
2058,6008,Vidéo,VI P 246,273803,2023,Boissy-Saint-Léger,PCTT Est,Preventif,3.0,5929.86,3.0
2059,6009,Vidéo,VI P 247,273805,2023,Nanterre / La Défense,PCTT Ouest,Preventif,3.0,2609.13,3.0
2060,6010,Vidéo 2,VI MP 313,362913,2024,La Courneuve,PCTT Nord,Preventif,2.0,3249.4,2.0
2061,6011,Vidéo 2,VI MP 103,362915,2024,Thiais,PCTT Est,Preventif,1.0,4055.9,1.0
2062,6012,Vidéo 2,VI MP 140,362917,2024,Bicêtre,PCTT Sud,Preventif,1.0,3200.8,1.0
2063,6013,Vidéo 2,VI MP 102,362919,2024,Thiais,PCTT Est,Preventif,1.0,3200.8,1.0
2064,6014,Vidéo 2,VI MP 312,362921,2024,La Courneuve,PCTT Nord,Preventif,2.0,3249.4,2.0
2065,6015,Vidéo 2,VI MP 125,362925,2024,Bellerive,PCTT Ouest,Preventif,1.0,3200.8,1.0
2066,6016,Vidéo 2,VI MP 407,362927,2024,Taverny,PCTT Nord,Preventif,2.0,119.0,2.0
2069,6019,Vidéo 2,VI MP 338,362931,2024,Fresnes,PCTT Sud,Preventif,1.0,1218.5,1.0
2070,6020,Vidéo 2,VI MP 143,362935,2024,Orly,PCTT Sud,Preventif,2.0,3420.4,2.0
2071,6026,Vidéo 2,VI MP 324,362941,2024,Bellerive,PCTT Ouest,Preventif,1.0,3040.8,0.0
2072,6027,Vidéo 2,VI MP 406,362943,2024,La Courneuve,PCTT Nord,Preventif,2.0,89.2,2.0
2073,6028,Vidéo 2,VI MP 139,362949,2024,Fresnes,PCTT Sud,Preventif,1.0,2880.8,1.0
2074,6051,Vidéo 2,VI MP 308,362989,2024,Bobigny-Lumen-Norton,PCTT Nord,Preventif,2.0,6081.6,2.0
2075,6052,Vidéo 2,VI MP 337,362991,2024,Antony,PCTT Sud,Preventif,1.0,1624.7,1.0
2076,6058,Vidéo 2,VI MP 309,362997,2024,Bobigny-Lumen-Norton,PCTT Nord,Preventif,2.0,6081.6,2.0
2077,6059,Vidéo 2,VI MP 142,362999,2024,Orly,PCTT Sud,Preventif,2.0,6401.6,2.0
2078,6060,Vidéo 2,VI MP 138,363005,2024,Fresnes,PCTT Sud,Preventif,1.0,1539.2,1.0
2079,6061,Vidéo 2,VI MP 404,363009,2024,Bobigny-Lumen-Norton,PCTT Nord,Preventif,2.0,505.6,2.0
2080,6062,Vidéo 2,VI MP 311,363011,2024,Bobigny-Lumen-Norton,PCTT Nord,Preventif,2.0,3249.4,2.0
2081,6063,Vidéo 2,VI MP 136,363019,2024,Antony,PCTT Sud,Preventif,1.0,1539.2,1.0
2082,6064,Vidéo 2,VI MP 418,363023,2024,Antony,PCTT Sud,Preventif,1.0,133.8,1.0
2083,6065,Vidéo 2,VI MP 419,363027,2024,Fresnes,PCTT Sud,Preventif,1.0,29.7,1.0
2084,6066,Vidéo 2,VI MP 305,363029,2024,Nogent,PCTT Est,Preventif,2.0,6081.6,2.0
2085,6067,Vidéo 2,VI MP 422,363039,2024,Boissy-Saint-Léger,PCTT Est,Preventif,1.0,119.0,1.0
2086,6068,Vidéo 2,VI MP 325,363047,2024,Bellerive,PCTT Ouest,Preventif,1.0,3040.8,0.0
2087,6069,Vidéo 2,VI MP 420,363051,2024,Bicêtre,PCTT Sud,Preventif,1.0,193.3,1.0
2088,6070,Vidéo 2,VI MP 306,363055,2024,Landy,PCTT Nord,Preventif,2.0,6081.6,2.0
2089,6071,Vidéo 2,VI MP 201,363057,2024,Boissy-Saint-Léger,PCTT Est,Preventif,1.0,1602.5,1.0
2090,6072,Vidéo 2,VI MP 345,363063,2024,Boissy-Saint-Léger,PCTT Est,Preventif,1.0,3040.8,1.0
2091,6078,Vidéo 2,VI MP 124,363071,2024,Bellerive,PCTT Ouest,Preventif,1.0,3200.8,1.0
2092,6080,Vidéo 2,VI MP 339,363075,2024,Fresnes,PCTT Sud,Preventif,1.0,1624.7,1.0
2093,6081,Vidéo 2,VI MP 421,363081,2024,Orly,PCTT Sud,Preventif,1.0,29.7,1.0
2094,6082,Vidéo 2,VI MP 600,363087,2024,PCTT,PCTT Nord,Preventif,40.0,800.0,40.0
2095,6083,Vidéo 2,VI MP 401,363091,2024,Thiais,PCTT Est,Preventif,1.0,327.1,1.0
2096,6084,Vidéo 2,VI MP 301,363095,2024,Champigny,PCTT Est,Preventif,1.0,1624.7,1.0
2097,6085,Vidéo 2,VI MP 344,363099,2024,Boissy-Saint-Léger,PCTT Est,Preventif,1.0,1624.7,1.0
2098,6086,Vidéo 2,VI MP 302,363109,2024,Thiais,PCTT Est,Preventif,1.0,3040.8,1.0
2099,6087,Vidéo 2,VI MP 200,363117,2024,Boissy-Saint-Léger,PCTT Est,Preventif,1.0,856.2,1.0
2100,6088,Vidéo 2,VI MP 304,363123,2024,Nogent,PCTT Est,Preventif,2.0,6081.6,2.0
2101,6089,Vidéo 2,VI MP 310,363125,2024,Bobigny-Lumen-Norton,PCTT Nord,Preventif,2.0,3249.4,2.0
2102,6090,Vidéo 2,VI MP 315,363133,2024,Taverny,PCTT Nord,Preventif,2.0,1624.8,2.0
2103,6091,Vidéo 2,VI MP 300,363137,2024,Champigny,PCTT Est,Preventif,1.0,1624.7,1.0
2104,6092,Vidéo 2,VI MP 402,363145,2024,Nogent,PCTT Est,Preventif,1.0,327.1,1.0
2105,6093,Vidéo 2,VI MP 141,363153,2024,Bicêtre,PCTT Sud,Preventif,1.0,3200.8,1.0
2106,6094,Vidéo 2,VI MP 336,363155,2024,Antony,PCTT Sud,Preventif,1.0,1218.5,1.0
2108,6096,Vidéo 2,VI MP 307,363161,2024,Landy,PCTT Nord,Preventif,2.0,6081.6,2.0
2109,6097,Vidéo 2,VI MP 137,363163,2024,Antony,PCTT Sud,Preventif,1.0,1539.2,1.0
2110,6098,Vidéo 2,VI MP 405,363175,2024,Bobigny-Lumen-Norton,PCTT Nord,Preventif,2.0,119.0,2.0
2111,6099,Vidéo 2,VI MP 303,363177,2024,Thiais,PCTT Est,Preventif,1.0,3040.8,1.0
2112,6103,Vidéo 2,VI MP 314,363189,2024,Taverny,PCTT Nord,Preventif,2.0,1624.8,2.0
2113,6104,Vidéo 2,VI MP 403,363193,2024,Landy,PCTT Nord,Preventif,2.0,594.8,2.0
